name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,unknown_teff,unknown_age,unknown_radius,unknown_period,unknown_impact,unknown_mag_v
HD 34445 c,Confirmed,,0.016,0.016,0.168,0.016,0.016,,,,214.67,0.45,0.45,0.7181,0.0049,0.0049,0.036,0.071,0.071,,,,,2017,2017-11-06,149.0,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,5.45,0.5,0.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 34445,79.4208333,7.3533333,7.31,,,,,46.5,1.5,1.5,0.14,0.04,0.04,1.07,0.02,0.02,1.38,0.08,0.08,G0V,8.5,2.0,2.0,5836.0,44.0,44.0,,,,False,False,True,False,True,False
HD 34445 d,Confirmed,,0.037,0.13,0.097,0.037,0.13,,,,117.87,0.18,0.18,0.4817,0.0033,0.0033,0.027,0.051,0.051,,,,,2017,2017-11-06,246.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,3.81,0.48,0.48,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 34445,79.4208333,7.3533333,7.31,,,,,46.5,1.5,1.5,0.14,0.04,0.04,1.07,0.02,0.02,1.38,0.08,0.08,G0V,8.5,2.0,2.0,5836.0,44.0,44.0,,,,False,False,True,False,True,False
HD 34445 e,Confirmed,,0.0089,0.0089,0.0529,0.0089,0.0089,,,,49.175,0.045,0.045,0.2687,0.0019,0.0019,0.09,0.062,0.062,,,,,2017,2017-11-06,304.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,2.75,0.47,0.47,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 34445,79.4208333,7.3533333,7.31,,,,,46.5,1.5,1.5,0.14,0.04,0.04,1.07,0.02,0.02,1.38,0.08,0.08,G0V,8.5,2.0,2.0,5836.0,44.0,44.0,,,,False,False,True,False,True,False
HD 35759 b,Confirmed,,0.17,0.17,3.76,0.17,0.17,,,,82.467,0.019,0.019,0.389,0.09,0.09,0.389,0.006,0.006,,,,,2016,2016-02-17,256.0,1.3,1.3,2456469.72,0.24,0.24,,,,,,,,,,,,,,,,,,,173.9,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 35759,82.88895486225638,64.31877454701963,7.74,,,,,72.5,4.0,4.0,0.04,0.02,0.02,1.15,0.08,0.08,,,,G0,,,,6060.0,30.0,30.0,,,,False,True,True,False,True,False
HD 360 b,Confirmed,,0.15,0.15,0.75,0.15,0.15,,,,273.1,0.8,1.6,0.98,0.03,0.11,0.14,0.1,0.1,,,,,2021,2024-09-21,133.0,63.0,119.0,2455184.5,93.0,45.0,,,,,,,,,,,,,,,,,,,16.8,2.6,1.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 360,2.075000006,-8.824166689,5.98,,,,,111.542,1.0475,1.0475,-0.06,0.1,0.17,1.69,0.53,0.15,10.86,0.28,0.22,G8III,,,,4741.0,100.0,100.0,,,,False,True,True,False,True,False
HD 37124 b,Confirmed,,0.017,0.017,0.675,0.017,0.017,,,,154.378,0.028,0.028,0.53364,0.0002,0.0002,0.054,0.03,0.03,,,,0.016171,1999,2013-05-20,130.0,,,2450305.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 37124,84.2583333,20.7305556,7.68,,,,,33.0,,,-0.442,,,0.83,,,0.82,,,G4 V,3.33,,,5610.0,70.0,70.0,,,,False,False,True,False,True,False
HD 37605 b,Confirmed,,0.032,0.032,2.813,0.032,0.032,,,,55.01307,0.00063,0.00063,0.2837,0.0016,0.0016,0.6767,0.0019,0.0019,,,,0.006613,2004,2012-10-29,220.86,0.27,0.27,2453378.241,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 37605,85.0041667,6.0605556,8.66,,,,,44.0,2.1,2.1,0.34,0.03,0.03,1.0,0.05,0.05,0.9,0.045,0.045,K0V,7.0,,,5448.0,44.0,44.0,,,,False,False,True,False,True,False
HD 38529 Ab,Confirmed,0.93,0.11,0.21,0.78,,,,,,14.3104,0.0002,0.0002,0.131,0.0015,0.0015,0.248,0.007,0.007,57.0,14.0,14.0,0.003335,2000,2024-07-30,95.9,1.7,1.7,50020.19,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 38529 A,86.6416667,1.1680556,5.94,,4.91,4.38,4.21,39.28,0.4,0.4,0.27,0.05,0.05,1.48,0.05,0.05,2.44,0.22,0.22,G4IV,3.28,0.3,0.3,5697.0,,,IR Excess,,,False,False,True,False,True,False
HD 38677 b,Confirmed,,0.005,0.005,0.07636,0.005,0.005,,,,18.57,0.01,0.01,0.1462,0.0012,0.0012,0.083,0.083,0.0,,,,,2019,2019-12-26,,,,2457375.58981,,,,,,,,,,,,,,,,,,,,,5.162,0.31,0.31,877.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,DMPP-1 b,,HD 38677,86.775000002,-10.630277801,8.0,,,,,62.0,1.0,1.0,,,,1.21,0.03,0.03,1.26,0.02,0.02,F8V,2.01,0.54,0.54,6196.0,29.0,29.0,,,,False,False,True,False,True,False
HD 39194 c,Confirmed,,0.0016,0.0016,0.0198,0.0016,0.0016,,,,14.03,0.003,0.003,0.103,0.002,0.002,0.154,0.154,0.0,,,,0.003683,2011,2024-10-06,,,,2455499.0,3.0,3.0,,,,,,,,,,,,,,,,,,,2.19,0.14,0.14,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 39194,86.1333333,-70.1436111,8.08,,,,,26.4131,0.0265,0.0265,-0.61,0.02,0.02,0.67,0.04,0.04,0.784,0.051,0.051,G9/K0V,10.0,3.0,3.0,5205.0,23.0,23.0,,,,False,False,True,False,True,False
HD 39194 d,Confirmed,,0.0019,0.0019,0.013,0.0019,0.0019,,,,33.91,0.03,0.03,0.185,0.0033,0.0033,0.333,0.333,0.0,,,,0.006641,2011,2024-10-06,,,,2455516.0,7.0,7.0,,,,,,,,,,,,,,,,,,,1.04,0.14,0.14,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 39194,86.1333333,-70.1436111,8.08,,,,,26.4131,0.0265,0.0265,-0.61,0.02,0.02,0.67,0.04,0.04,0.784,0.051,0.051,G9/K0V,10.0,3.0,3.0,5205.0,23.0,23.0,,,,False,False,True,False,True,False
HD 40307 d,Confirmed,,0.0018,0.0018,0.0275,0.0018,0.0018,,,,20.412,0.004,0.004,0.134,0.0029,0.0029,0.07,0.05,0.05,,,,0.010469,2008,2019-02-13,17.0,,,,,,,,,,,,,,,,,,,,,54532.42,0.2,0.2,2.31,0.14,0.14,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 40307,88.5166667,-60.0233333,7.17,,5.41,4.97,4.79,12.8,1.0,1.0,-0.31,0.03,0.03,0.77,0.05,0.05,,,,K2.5V,,,,4977.0,59.0,59.0,IR Excess,,,False,True,True,False,True,False
HD 40307 e,Confirmed,,0.0044,0.0044,0.011,0.0044,0.0044,,,,34.62,0.21,0.21,0.1886,0.0104,0.0083,0.15,0.15,0.13,,,,,2012,2014-05-21,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 40307,88.5166667,-60.0233333,7.17,,5.41,4.97,4.79,12.8,1.0,1.0,-0.31,0.03,0.03,0.77,0.05,0.05,,,,K2.5V,,,,4977.0,59.0,59.0,IR Excess,,,False,True,True,False,True,False
HD 40307 f,Confirmed,,0.0019,0.0019,0.0114,0.0019,0.0019,,,,51.68,0.07,0.07,0.2485,0.0054,0.0054,0.19,0.16,0.16,,,,,2012,2019-02-12,354.0,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.13,0.13,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 40307,88.5166667,-60.0233333,7.17,,5.41,4.97,4.79,12.8,1.0,1.0,-0.31,0.03,0.03,0.77,0.05,0.05,,,,K2.5V,,,,4977.0,59.0,59.0,IR Excess,,,False,True,True,False,True,False
HD 40307 g,Confirmed,,0.0082,0.0082,0.0223,0.0082,0.0082,,,,197.8,5.7,9.0,0.6,0.034,0.034,0.29,0.29,0.31,,,,,2012,2014-05-21,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 40307,88.5166667,-60.0233333,7.17,,5.41,4.97,4.79,12.8,1.0,1.0,-0.31,0.03,0.03,0.77,0.05,0.05,,,,K2.5V,,,,4977.0,59.0,59.0,IR Excess,,,False,True,True,False,True,False
HD 40979 Ab,Confirmed,,0.13,0.13,4.01,0.13,0.13,,,,264.1,0.23,0.23,0.846,0.007,0.007,0.252,0.014,0.014,,,,0.024925,2002,2024-07-30,323.4,4.1,4.1,2453919.0,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 40979 A,91.1208333,44.2602778,6.74,,,,,33.3,,,0.194,,,1.1,,,1.21,,,F8V,1.48,,,6205.0,50.0,50.0,IR Excess,,,False,False,True,False,True,False
HD 42618 b,Confirmed,,0.0079,0.0079,0.0453,0.0079,0.0079,,,,149.61,0.34,0.37,0.554,0.011,0.011,0.19,0.12,0.15,,,,,2016,2016-07-11,101.0,39.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 42618,93.004166667,6.783055584,6.84,,,,,23.5,0.3,0.3,-0.09,0.04,0.04,1.015,0.061,0.061,0.999,0.087,0.087,G4V,,,,5727.0,60.0,60.0,,,,False,True,True,False,True,False
HD 4308 b,Confirmed,,0.005,0.005,0.0405,0.005,0.005,,,,15.609,0.007,0.007,0.118,0.009,0.009,0.27,0.12,0.12,,,,0.005388,2005,2019-06-13,210.0,21.0,21.0,2450108.5,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 4308,11.1625,-65.6494444,6.54,,,,,21.9,,,-0.34,,,0.85,,,0.92,,,G5 V,7.1,3.0,3.0,5597.0,,,,,,False,False,True,False,True,False
HD 43691 Ab,Confirmed,,0.34,0.3,2.57,0.34,0.3,,,,36.99913,0.00092,0.00095,0.238,0.016,0.014,0.085,0.012,0.012,,,,0.002575,2007,2024-07-30,281.2,7.0,7.0,54046.6,,,,,,,,,,,,,,,,,,,,,130.4,1.4,1.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 43691 b,,HD 43691 A,94.8958333,41.0922222,8.02,,6.97,6.77,6.7,85.6,0.3652,0.3684,0.3,0.1,0.1,1.14,0.12,0.18,1.733,0.086,0.053,G0IV,2.39,0.37,0.37,6093.0,84.74,127.88,,,HD 43691,False,False,True,False,True,False
HD 45184 c,Confirmed,,0.0032,0.0034,0.0277,0.0032,0.0034,,,,13.1354,0.0025,0.0026,0.11,0.0036,0.0034,0.07,0.05,0.07,,,,,2019,2021-08-17,162.0,80.87,119.85,2455497.4412,2.9188,4.4543,,,,,,,,,,,,,,,,,,,2.36,0.23,0.23,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J06244387-2846483 c, CD-28 2981 c, CPD-28 1279 c, GJ 3394 c, HIP 30503 c, HR 2318 c, IRAS 06227-2845 c, SAO 171711 c, TYC 6518-02342-1 c, WISE J062443.79-284649.6 c",,HD 45184,96.1833333,-28.78,6.37,,,,,21.9,0.2,0.2,,,,,,,,,,G1.5V,,,,,,,IR Excess,,,True,True,True,False,True,False
HD 45364 b,Confirmed,,,,0.1872,,,,,,226.93,0.37,0.37,0.6813,,,0.1684,0.019,0.019,,,,0.020899,2009,2012-01-30,162.58,6.34,6.34,53500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 45364,96.4083333,-31.4808333,8.08,,,,,32.6,1.0,1.0,-0.17,0.01,0.01,0.82,0.05,0.05,,,,K0V,,,,5434.0,20.0,20.0,,,,False,True,True,False,True,False
HD 45652 b,Confirmed,,,,0.47,,,,,,43.6,0.2,0.2,0.23,,,0.38,0.06,0.06,,,,0.006389,2008,2008-10-13,273.0,12.0,12.0,2454120.3,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 45652,97.3041667,10.9338889,8.1,,,,,36.0,2.0,2.0,0.29,0.07,0.07,0.83,0.05,0.05,,,,G8-K0,,,,5312.0,68.0,68.0,,,,False,True,True,False,True,False
HD 46588 b,Confirmed,,0.04,0.06,0.25,0.04,0.06,,,,223.0,3.0,3.0,,,,0.42,0.19,0.19,,,,,2022,2024-02-28,218.0,21.0,21.0,2457029.7,11.0,11.0,,,,,,,,,,,,,,,,,,,8.6,1.4,2.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 46588,101.558333338,79.564722245,5.4,,,,,21.3,0.02,0.02,-0.25,0.25,0.25,1.09,0.06,0.06,1.7,0.05,0.05,,,,,6200.0,100.0,100.0,,,,False,True,True,False,True,False
HD 48948 c,Confirmed,,0.005,0.005,0.01992,0.005,0.005,,,,37.998,0.019,0.019,0.1951,0.0016,0.0016,0.55,0.044,0.044,,,,,2024,2024-06-27,100.0,31.0,38.0,2456557.14,12.5,12.5,,,,,,,,,,,,,,,,,,,1.48,0.4,0.4,553.0,6.0,6.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 48948,102.4875,60.33552777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True
HD 48948 d,Confirmed,,0.0039,0.0039,0.0218,0.0039,0.0039,,,,151.12,0.5,0.56,0.4894,0.0042,0.0042,0.055,0.044,0.044,,,,,2024,2024-06-27,267.0,68.0,68.0,2456564.06,32.0,19.0,,,,,,,,,,,,,,,,,,,1.55,0.34,0.34,349.0,4.0,4.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 48948,102.4875,60.33552777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,True,True
HD 51608 b,Confirmed,,0.0018,0.0018,0.04,0.0018,0.0018,,,,14.071,0.001,0.002,0.10805,1e-05,1e-05,0.081,0.056,0.027,,,,0.003043,2011,2020-01-17,151.7,42.0,45.0,,,,,,,,,,,,,,,,,,,,,,3.77,0.17,0.17,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Spectrum,,GJ 253 b,,HD 51608,103.7125,-55.2594444,8.17,,,,,34.8,0.6,0.6,,,,,,,,,,K0IV,,,,,,,,,,True,True,True,False,True,False
HD 51608 c,Confirmed,,0.0049,0.0019,0.0521,0.0049,0.0019,,,,95.87,0.055,0.112,0.38833,0.00015,0.00032,0.232,0.072,0.052,,,,0.010894,2011,2020-01-17,200.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,2.65,0.26,0.1,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Spectrum,,GJ 253 c,,HD 51608,103.7125,-55.2594444,8.17,,,,,34.8,0.6,0.6,,,,,,,,,,K0IV,,,,,,,,,,True,True,True,False,True,False
HD 52265 b,Confirmed,,0.05,0.05,1.21,0.05,0.05,,,,119.27,0.02,0.02,0.52,0.009,0.009,0.27,0.02,0.02,,,,0.017857,2000,2019-03-05,242.0,3.0,3.0,51422.3,1.7,1.7,,,,,,,,,,,,,,,,,,,42.97,0.7,0.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 52265,105.075,-5.3669444,6.3,,,,,28.0,,,0.21,0.06,0.06,1.2,,,1.25,,,G0 V,4.88,,,6159.0,53.0,53.0,IR Excess,,,False,False,True,False,True,False
HD 5278 Ac,Confirmed,,0.006,0.0057,0.0579,0.006,0.0057,,,,40.87,0.18,0.18,0.2416,0.0027,0.0027,0.07,0.04,0.06,,,,,2021,2024-10-12,8.0,122116.0,122116.0,,,,,,,,,,,,,,,,,,,,,,3.17,0.34,0.34,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"TOI-130 c, TOI-130 Ac",,HD 5278 A,12.54166667,-83.743888912,8.0,,6.95,6.67,6.6,56.12,0.83,0.83,-0.12,0.04,0.04,1.126,0.036,0.036,1.194,0.017,0.017,F8V,3.0,1.1,1.1,6203.0,64.0,64.0,,,"TOI-130, TOI-130 A",False,False,True,False,True,False
HD 5583 b,Confirmed,,0.53,0.53,5.78,0.53,0.53,,,,139.35,0.22,0.22,0.53,0.02,0.02,0.076,0.023,0.07,,,,,2016,2016-03-21,12.0,6.0,330.0,2456021.0,18.0,18.0,,,,,,,,,,,,,,,,,,,225.8,4.0,4.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 5583,14.487500019,34.985555577,7.6,,,,,221.0,4.0,4.0,-0.5,0.18,0.18,1.01,0.1,0.1,9.09,1.5,1.5,K0,7.4,,,4830.0,45.0,45.0,,,,False,False,True,False,True,False
HD 5891 b,Confirmed,,0.4,0.4,7.6,0.4,0.4,,,,177.11,0.31,0.31,0.76,0.02,0.02,0.066,0.02,0.02,,,,0.003028,2011,2011-09-01,360.0,30.0,30.0,2455432.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 5891,15.1375,20.2925,8.25,,,,,251.0,76.0,76.0,-0.02,0.03,0.03,1.91,0.13,0.13,8.7,0.2,0.2,G5D,1.5,0.8,0.8,4907.0,44.0,44.0,,,,False,False,True,False,True,False
HD 59686 Ab,Confirmed,,0.24,0.18,6.92,0.24,0.18,,,,299.36,0.31,0.26,1.086,0.0007,0.0006,0.05,0.02,0.03,,,,0.009902,2003,2024-07-24,,,,,,,,,,,,,,,,,,,,,,,,,136.9,4.6,3.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"HR 2877 b, HIP 36616 b",,HD 59686 A,112.95,17.0858333,5.45,,,,,96.8,2.6,2.7,0.15,0.1,0.1,1.9,0.2,0.2,13.2,0.3,0.3,K2 III,1.73,0.47,0.47,4658.0,24.0,24.0,,,"HR 2877, HIP 36616",False,False,True,False,True,False
HD 60532 b,Confirmed,9.21,0.0,0.0,3.15,,,,,,201.83,0.14,0.14,0.77,,,0.278,0.006,0.006,20.0,0.0,0.0,0.029961,2008,2012-01-30,352.83,1.05,1.05,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 60532,113.5125,-22.2961111,4.45,,,,,25.7,,,-0.26,,,1.44,0.1,0.1,,,,F6IV-V,2.7,0.1,0.1,6095.0,,,,,,False,False,True,False,True,False
HD 6434 b,Confirmed,,,,0.39,,,,,,21.998,0.0009,0.0009,0.14,,,0.17,0.03,0.03,,,,0.003472,2000,2010-12-29,156.0,11.0,11.0,51490.8,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 6434,16.1666667,-39.4880556,7.72,,,,,40.32,,,-0.52,,,0.79,,,0.57,,,G3 IV,3.8,,,5835.0,,,,,,False,False,True,False,True,False
HD 69830 c,Confirmed,0.1649,0.1072,inf,0.0371,,,,,,31.601,0.006,0.006,0.186,,,0.06,0.05,0.05,13.0,13.0,27.0,0.014762,2006,2019-02-12,221.0,35.0,35.0,2453469.6,2.8,2.8,,,,,,,,,,,,,,,,,,,2.66,0.13,0.13,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 69830,124.5958333,-12.6319444,5.95,,,,,12.6,,,-0.05,0.02,0.02,0.86,0.03,0.03,0.895,0.005,0.005,K0V,7.0,3.0,3.0,5385.0,20.0,20.0,IR Excess,,,False,False,True,False,True,False
HD 69830 d,Confirmed,0.2529,0.1644,inf,0.0569,,,,,,200.57,0.37,0.37,0.63,,,0.1,0.06,0.06,13.0,13.0,27.0,0.05,2006,2019-02-13,224.0,61.0,61.0,2453358.0,34.0,34.0,,,,,,,,,,,,,,,,,,,1.77,0.12,0.12,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 69830,124.5958333,-12.6319444,5.95,,,,,12.6,,,-0.05,0.02,0.02,0.86,0.03,0.03,0.895,0.005,0.005,K0V,7.0,3.0,3.0,5385.0,20.0,20.0,IR Excess,,,False,False,True,False,True,False
HD 72892 Ab,Confirmed,,0.475,0.452,5.468,0.475,0.452,,,,39.475,0.004,0.004,0.228,0.01,0.009,0.419,0.003,0.003,,,,,2016,2024-07-28,353.0,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,318.4,4.5,4.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 72892 A,128.720833351,-14.456666681,8.83,,,,,72.78,4.4,4.4,0.25,0.1,0.1,1.02,0.05,0.05,1.22,0.06,0.06,G5V,8.0,3.0,3.0,5688.0,100.0,100.0,,,,False,False,True,False,True,False
HD 73344 c,Confirmed,,0.041,0.041,0.3659,0.041,0.041,,,,66.936,0.023,0.023,0.343,0.0006,0.001,0.124,0.053,0.053,,,,,2024,2024-08-20,111.7,24.5,24.5,2454574.85,0.15,0.15,,,,,,,,,,,,,,,,,,,16.83,0.87,0.87,562.0,4.0,4.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,TOI-5140 c,,HD 73344,129.68966891966352,23.685904494363584,6.5,,,,,35.24,0.03,0.03,,,,1.378,0.155,0.155,1.43,0.218,0.218,F6V,,,,6460.0,220.0,220.0,,,TOI-5140,False,True,True,False,True,False
HD 73526 b,Confirmed,,0.12,0.12,2.25,0.12,0.12,,,,188.9,0.1,0.1,0.65,0.01,0.01,0.29,0.03,0.03,,,,0.006667,2002,2016-01-20,196.0,5.0,5.0,2452856.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 73526,129.3166667,-41.3188889,9.0,,,,,99.0,,,0.25,0.05,0.05,1.08,0.05,0.05,1.49,,,G6 V,5.59,,,5590.0,,,IR Excess,,,False,False,True,False,True,False
HD 74156 b,Confirmed,,0.02,0.02,1.778,0.02,0.02,,,,51.6385,0.0015,0.0015,0.2916,0.0033,0.0033,0.638,0.0061,0.0061,,,,0.004554,2003,2016-01-15,175.35,0.92,0.92,2450793.39,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 74156,130.6041667,4.5780556,7.62,,,,,64.56,4.9,4.9,0.13,,,1.24,0.04,0.04,1.64,0.19,0.19,G1V,3.7,0.4,0.4,5960.0,100.0,100.0,,,,False,False,True,False,True,False
HD 7449 Ad,Confirmed,,0.007,0.007,0.053,0.007,0.007,,,,51.154,0.047,0.047,,,,0.21,0.13,0.13,,,,,2022,2024-07-28,306.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,2.97,0.39,0.39,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HIP 5806 c,,HD 7449 A,18.6208333,-5.0475,7.5,,,,,39.0,1.0,1.0,-0.11,0.01,0.01,1.05,,,1.01,,,F8V,2.1,0.24,0.24,6024.0,13.0,13.0,,,HD 7449,False,False,True,False,True,False
HD 74698 b,Confirmed,,0.006,0.006,0.072,0.006,0.006,,,,15.017,0.002,0.002,0.121,0.001,0.001,0.1,0.1,0.1,,,,,2023,2023-06-15,143.0,46.0,80.0,2455499.0,,,,,,,,,,,,,,,,,,,,,5.8,0.9,0.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 74698,130.075000006,-71.877222248,,,,,,51.854,0.039,0.039,0.07,0.02,0.02,1.039,0.025,0.025,1.333,0.012,0.012,G5V,1.85,1.19,1.19,5783.0,19.0,19.0,,,,False,False,True,False,True,True
HD 79181 Ab,Confirmed,,0.16,0.06,0.64,0.16,0.06,,,,273.1,0.4,1.3,0.9,0.08,0.08,0.26,0.2,0.0,,,,,2021,2024-08-01,318.0,32.0,48.0,2455123.0,12.0,104.0,,,,,,,,,,,,,,,,,,,17.7,2.2,1.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 79181 A,137.995833353,-19.747500026,5.71,,4.21,3.57,3.54,103.335,0.995,0.995,-0.23,0.056,0.056,1.28,0.28,0.32,11.06,0.43,0.44,G8III,,,,4862.0,,,,,"HIP 45158, HR 3653",False,True,True,False,True,False
HD 7924 c,Confirmed,,0.0023,0.0023,0.0247,0.0023,0.0023,,,,15.299,0.0033,0.0033,0.1134,0.0014,0.0014,0.098,0.096,0.069,,,,,2015,2015-04-29,,,,,,,2455586.29,0.4,0.47,,,,,,,,,,,,,,,,2.31,0.21,0.21,584.0,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 7924,20.4958333,76.7102778,7.185,,,,,16.8,0.1,0.1,-0.15,0.03,0.03,0.832,0.036,0.036,0.78,0.02,0.02,K0V,,,,5177.0,44.0,44.0,,,,False,True,True,False,True,False
HD 7924 d,Confirmed,,0.0025,0.0025,0.0203,0.0025,0.0025,,,,24.451,0.017,0.017,0.1551,0.0019,0.0019,0.21,0.13,0.13,,,,,2015,2015-04-29,119.0,210.0,97.0,,,,2455579.1,1.0,1.0,,,,,,,,,,,,,,,,1.65,0.21,0.21,499.0,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 7924,20.4958333,76.7102778,7.185,,,,,16.8,0.1,0.1,-0.15,0.03,0.03,0.832,0.036,0.036,0.78,0.02,0.02,K0V,,,,5177.0,44.0,44.0,,,,False,True,True,False,True,False
